"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,4,19,2336,1800,336,235,2136,299,"UA",1127,"N54711","EWR","SFO",334,2565,18,0,"2013-04-19T22:00:00Z"
2013,4,19,2340,1908,272,52,2051,241,"UA",1482,"N76502","EWR","ORD",105,719,19,8,"2013-04-19T23:00:00Z"
2013,4,19,2342,1951,231,239,2244,235,"UA",301,"N819UA","EWR","IAH",214,1400,19,51,"2013-04-19T23:00:00Z"
2013,4,19,2343,1938,245,226,2215,251,"UA",1416,"N79521","EWR","MSY",198,1167,19,38,"2013-04-19T23:00:00Z"
2013,4,19,2345,2100,165,300,2338,202,"B6",399,"N598JB","LGA","MCO",170,950,21,0,"2013-04-20T01:00:00Z"
2013,4,19,2346,1700,406,300,2015,405,"B6",15,"N279JB","JFK","FLL",173,1069,17,0,"2013-04-19T21:00:00Z"
2013,4,19,2346,1845,301,248,2217,271,"B6",171,"N706JB","JFK","SMF",335,2521,18,45,"2013-04-19T22:00:00Z"
2013,4,19,2351,2030,201,243,2315,208,"B6",619,"N281JB","JFK","JAX",151,828,20,30,"2013-04-20T00:00:00Z"
2013,4,19,2351,2018,213,253,2326,207,"UA",1241,"N16701","EWR","TPA",164,997,20,18,"2013-04-20T00:00:00Z"
2013,4,19,2352,1810,342,149,2000,349,"MQ",4626,"N509MQ","LGA","CMH",78,479,18,10,"2013-04-19T22:00:00Z"
2013,4,19,2359,1935,264,309,2256,253,"DL",1433,"N337NB","LGA","RSW",171,1080,19,35,"2013-04-19T23:00:00Z"
2013,4,20,817,705,72,1056,929,87,"EV",4266,"N26141","EWR","ATL",128,746,7,5,"2013-04-20T11:00:00Z"
2013,4,20,854,800,54,1128,958,90,"B6",1273,"N187JB","JFK","CHS",112,636,8,0,"2013-04-20T12:00:00Z"
2013,4,20,1009,908,61,1322,1210,72,"B6",1061,"N353JB","JFK","AUS",227,1521,9,8,"2013-04-20T13:00:00Z"
2013,4,20,1012,915,57,1403,1230,93,"DL",2379,"N366NW","LGA","FLL",207,1076,9,15,"2013-04-20T13:00:00Z"
2013,4,20,1013,830,103,1137,1017,80,"9E",3521,"N927XJ","JFK","ORD",118,740,8,30,"2013-04-20T12:00:00Z"
2013,4,20,1018,755,143,1147,910,157,"MQ",4418,"N804MQ","JFK","DCA",59,213,7,55,"2013-04-20T11:00:00Z"
2013,4,20,1029,940,49,1400,1242,78,"B6",1101,"N594JB","JFK","FLL",187,1069,9,40,"2013-04-20T13:00:00Z"
2013,4,20,1035,645,230,1230,841,229,"US",1032,"N162UW","EWR","CLT",98,529,6,45,"2013-04-20T10:00:00Z"
2013,4,20,1110,835,155,1401,1148,133,"DL",857,"N390DA","JFK","SAN",335,2446,8,35,"2013-04-20T12:00:00Z"
2013,4,20,1125,610,315,1310,817,293,"DL",1919,"N998DL","LGA","MSP",142,1020,6,10,"2013-04-20T10:00:00Z"
2013,4,20,1128,959,89,1349,1221,88,"US",29,"N545UW","JFK","PHX",304,2153,9,59,"2013-04-20T13:00:00Z"
2013,4,20,1140,1045,55,1500,1355,65,"DL",1903,"N949DL","LGA","SRQ",171,1047,10,45,"2013-04-20T14:00:00Z"
2013,4,20,1239,1143,56,1542,1427,75,"UA",1159,"N67058","EWR","MCO",161,937,11,43,"2013-04-20T15:00:00Z"
2013,4,20,1305,945,200,1623,1255,208,"B6",375,"N663JB","LGA","FLL",169,1076,9,45,"2013-04-20T13:00:00Z"
2013,4,20,1322,1100,142,1439,1210,149,"MQ",3792,"N515MQ","JFK","DCA",55,213,11,0,"2013-04-20T15:00:00Z"
2013,4,20,1338,1340,-2,1753,1643,70,"B6",377,"N554JB","LGA","FLL",174,1076,13,40,"2013-04-20T17:00:00Z"
2013,4,20,1348,1114,154,1636,1358,158,"UA",594,"N806UA","EWR","IAH",205,1400,11,14,"2013-04-20T15:00:00Z"
2013,4,20,1401,1250,71,1500,1357,63,"B6",1006,"N281JB","JFK","BOS",35,187,12,50,"2013-04-20T16:00:00Z"
2013,4,20,1441,1359,42,1852,1714,98,"AA",677,"N5EFAA","JFK","MIA",218,1089,13,59,"2013-04-20T17:00:00Z"
2013,4,20,1446,1315,91,1803,1612,111,"B6",431,"N634JB","LGA","SRQ",176,1047,13,15,"2013-04-20T17:00:00Z"
2013,4,20,1544,1457,47,1923,1754,89,"B6",63,"N592JB","JFK","TPA",173,1005,14,57,"2013-04-20T18:00:00Z"
2013,4,20,1558,1155,243,1729,1310,259,"MQ",4425,"N838MQ","JFK","DCA",51,213,11,55,"2013-04-20T15:00:00Z"
2013,4,20,1602,1605,-3,2026,1921,65,"DL",1373,"N320US","JFK","MIA",211,1089,16,5,"2013-04-20T20:00:00Z"
2013,4,20,1606,1430,96,1941,1738,123,"DL",1779,"N921DL","LGA","FLL",179,1076,14,30,"2013-04-20T18:00:00Z"
2013,4,20,1609,1500,69,1907,1800,67,"AA",883,"N529AA","EWR","DFW",209,1372,15,0,"2013-04-20T19:00:00Z"
2013,4,20,1613,1600,13,2009,1901,68,"B6",509,"N519JB","EWR","FLL",212,1065,16,0,"2013-04-20T20:00:00Z"
2013,4,20,1634,1115,319,1927,1409,318,"DL",1685,"N900DE","LGA","MCO",150,950,11,15,"2013-04-20T15:00:00Z"
2013,4,20,1634,1444,110,1951,1735,136,"B6",393,"N564JB","LGA","MCO",162,950,14,44,"2013-04-20T18:00:00Z"
2013,4,20,1713,1430,163,1822,1555,147,"EV",5745,"N877AS","LGA","IAD",49,229,14,30,"2013-04-20T18:00:00Z"
2013,4,20,1736,1455,161,2217,1820,237,"AA",1769,"N365AA","JFK","MIA",183,1089,14,55,"2013-04-20T18:00:00Z"
2013,4,20,1737,1631,66,1916,1810,66,"EV",4318,"N13538","EWR","GSO",76,445,16,31,"2013-04-20T20:00:00Z"
2013,4,20,1755,1430,205,1945,1627,198,"EV",4975,"N713EV","EWR","MSP",142,1008,14,30,"2013-04-20T18:00:00Z"
2013,4,20,1757,1700,57,2146,2015,91,"B6",15,"N178JB","JFK","FLL",171,1069,17,0,"2013-04-20T21:00:00Z"
2013,4,20,1800,1450,190,1936,1654,162,"DL",1231,"N958DL","LGA","DTW",77,502,14,50,"2013-04-20T18:00:00Z"
2013,4,20,1802,1644,78,1933,1820,73,"UA",1464,"N27722","EWR","CLE",70,404,16,44,"2013-04-20T20:00:00Z"
2013,4,20,1825,1700,85,1956,1830,86,"MQ",4323,"N687MQ","JFK","ORF",54,290,17,0,"2013-04-20T21:00:00Z"
2013,4,20,1913,1553,200,2018,1724,174,"B6",12,"N307JB","JFK","SYR",45,209,15,53,"2013-04-20T19:00:00Z"
2013,4,20,1939,1739,120,2241,2030,131,"B6",391,"N591JB","LGA","MCO",161,950,17,39,"2013-04-20T21:00:00Z"
2013,4,20,1952,1726,146,2242,2016,146,"UA",1712,"N75435","EWR","IAH",207,1400,17,26,"2013-04-20T21:00:00Z"
2013,4,20,2058,1937,81,5,2256,69,"B6",147,"N595JB","JFK","RSW",172,1074,19,37,"2013-04-20T23:00:00Z"
2013,4,20,2118,1730,228,14,2023,231,"B6",547,"N663JB","EWR","PBI",156,1023,17,30,"2013-04-20T21:00:00Z"
2013,4,20,2133,2025,68,51,2337,74,"B6",801,"N746JB","JFK","FLL",168,1069,20,25,"2013-04-21T00:00:00Z"
2013,4,20,2244,2155,49,149,48,61,"B6",35,"N643JB","JFK","PBI",161,1028,21,55,"2013-04-21T01:00:00Z"
2013,4,20,2329,2100,149,215,2338,157,"B6",399,"N634JB","LGA","MCO",149,950,21,0,"2013-04-21T01:00:00Z"
2013,4,21,805,655,70,1025,912,73,"B6",117,"N216JB","JFK","MSY",180,1182,6,55,"2013-04-21T10:00:00Z"
2013,4,21,938,745,113,1236,1101,95,"DL",183,"N387DA","JFK","SEA",330,2422,7,45,"2013-04-21T11:00:00Z"
2013,4,21,1000,914,46,1304,1200,64,"B6",883,"N729JB","JFK","MCO",146,944,9,14,"2013-04-21T13:00:00Z"
2013,4,21,1206,1030,96,1519,1405,74,"VX",187,"N847VA","EWR","SFO",353,2565,10,30,"2013-04-21T14:00:00Z"
2013,4,21,1443,1201,162,1727,1441,166,"UA",1461,"N14228","EWR","IAH",201,1400,12,1,"2013-04-21T16:00:00Z"
2013,4,21,1457,1429,28,1850,1721,89,"B6",1161,"N775JB","LGA","PBI",162,1035,14,29,"2013-04-21T18:00:00Z"
2013,4,21,1458,1500,-2,1908,1801,67,"DL",2181,"N674DL","LGA","MCO",177,950,15,0,"2013-04-21T19:00:00Z"
2013,4,21,1533,1440,53,1850,1739,71,"UA",343,"N405UA","EWR","MIA",167,1085,14,40,"2013-04-21T18:00:00Z"
2013,4,21,1542,1440,62,1741,1639,62,"EV",4706,"N16541","EWR","CVG",96,569,14,40,"2013-04-21T18:00:00Z"
2013,4,21,1659,1545,74,2021,1910,71,"AA",133,"N319AA","JFK","LAX",352,2475,15,45,"2013-04-21T19:00:00Z"
2013,4,21,1659,1620,39,2036,1916,80,"B6",985,"N648JB","LGA","TPA",163,1010,16,20,"2013-04-21T20:00:00Z"
2013,4,21,1720,1559,81,2034,1908,86,"UA",1242,"N17233","EWR","FLL",171,1065,15,59,"2013-04-21T19:00:00Z"
2013,4,21,1744,1345,239,2011,1617,234,"B6",615,"N354JB","JFK","JAX",132,828,13,45,"2013-04-21T17:00:00Z"
2013,4,21,1748,1555,113,1903,1715,108,"MQ",3695,"N6EAMQ","EWR","ORD",106,719,15,55,"2013-04-21T19:00:00Z"
2013,4,21,1817,1739,38,2141,2030,71,"B6",391,"N643JB","LGA","MCO",175,950,17,39,"2013-04-21T21:00:00Z"
2013,4,21,1854,1715,99,2041,1900,101,"AA",2019,"N4WSAA","LGA","STL",134,888,17,15,"2013-04-21T21:00:00Z"
2013,4,21,1912,1721,111,2122,1926,116,"EV",4645,"N26549","EWR","CHS",103,628,17,21,"2013-04-21T21:00:00Z"
2013,4,21,1918,1810,68,2105,2000,65,"MQ",4626,"N507MQ","LGA","CMH",79,479,18,10,"2013-04-21T22:00:00Z"
2013,4,21,1935,1740,115,2129,1943,106,"YV",2705,"N922FJ","LGA","CLT",94,544,17,40,"2013-04-21T21:00:00Z"
2013,4,21,1942,1730,132,2246,2023,143,"B6",547,"N534JB","EWR","PBI",155,1023,17,30,"2013-04-21T21:00:00Z"
2013,4,21,1945,1730,135,2051,1858,113,"B6",1307,"N183JB","JFK","IAD",49,228,17,30,"2013-04-21T21:00:00Z"
2013,4,21,1954,1729,145,2116,1847,149,"EV",4353,"N13988","EWR","BNA",118,748,17,29,"2013-04-21T21:00:00Z"
2013,4,21,1955,1815,100,2208,2036,92,"9E",3285,"N932XJ","JFK","DTW",83,509,18,15,"2013-04-21T22:00:00Z"
2013,4,21,2016,1855,81,2341,2240,61,"VX",29,"N622VA","JFK","SFO",355,2586,18,55,"2013-04-21T22:00:00Z"
2013,4,21,2026,1800,146,13,2140,153,"AA",177,"N5DTAA","JFK","SFO",355,2586,18,0,"2013-04-21T22:00:00Z"
2013,4,21,2105,1925,100,2239,2122,77,"9E",3525,"N921XJ","JFK","ORD",116,740,19,25,"2013-04-21T23:00:00Z"
2013,4,21,2112,1900,132,2223,2015,128,"US",2187,"N967UW","LGA","DCA",44,214,19,0,"2013-04-21T23:00:00Z"
2013,4,21,2116,1930,106,2243,2055,108,"EV",4131,"N10575","EWR","RIC",56,277,19,30,"2013-04-21T23:00:00Z"
2013,4,21,2120,2000,80,2227,2119,68,"US",2189,"N949UW","LGA","DCA",46,214,20,0,"2013-04-22T00:00:00Z"
2013,4,21,2132,1930,122,2323,2159,84,"EV",5220,"N755EV","LGA","MCI",147,1107,19,30,"2013-04-21T23:00:00Z"
2013,4,21,2132,1950,102,34,2307,87,"UA",1717,"N14231","EWR","PDX",337,2434,19,50,"2013-04-21T23:00:00Z"
2013,4,21,2140,1945,115,46,2240,126,"B6",381,"N768JB","LGA","FLL",166,1076,19,45,"2013-04-21T23:00:00Z"
2013,4,21,2151,2020,91,3,2245,78,"MQ",4662,"N500MQ","LGA","ATL",118,762,20,20,"2013-04-22T00:00:00Z"
2013,4,21,2203,1931,152,2305,2055,130,"EV",5769,"N835AS","LGA","IAD",45,229,19,31,"2013-04-21T23:00:00Z"
2013,4,21,2226,2040,106,2324,2154,90,"B6",1178,"N206JB","EWR","BOS",44,200,20,40,"2013-04-22T00:00:00Z"
2013,4,21,2227,1955,152,3,2139,144,"EV",3823,"N12540","LGA","CLE",70,419,19,55,"2013-04-21T23:00:00Z"
2013,4,21,2227,2055,92,2331,2225,66,"WN",1731,"N209WN","LGA","MDW",108,725,20,55,"2013-04-22T00:00:00Z"
2013,4,21,2248,2130,78,150,16,94,"B6",383,"N621JB","LGA","FLL",163,1076,21,30,"2013-04-22T01:00:00Z"
2013,4,21,2254,2150,64,156,40,76,"B6",515,"N274JB","EWR","FLL",165,1065,21,50,"2013-04-22T01:00:00Z"
2013,4,21,2317,2150,87,214,43,91,"B6",325,"N559JB","JFK","TPA",153,1005,21,50,"2013-04-22T01:00:00Z"
2013,4,21,2322,2125,117,24,2235,109,"MQ",4660,"N504MQ","LGA","BNA",105,764,21,25,"2013-04-22T01:00:00Z"
2013,4,21,2329,2245,44,114,8,66,"B6",112,"N775JB","JFK","BUF",54,301,22,45,"2013-04-22T02:00:00Z"
2013,4,21,2340,2110,150,54,2242,132,"EV",5212,"N720EV","LGA","RIC",53,292,21,10,"2013-04-22T01:00:00Z"
2013,4,21,2342,2146,116,322,142,100,"B6",701,"N183JB","JFK","SJU",199,1598,21,46,"2013-04-22T01:00:00Z"
2013,4,21,2346,2130,136,104,2303,121,"B6",104,"N307JB","JFK","BUF",56,301,21,30,"2013-04-22T01:00:00Z"
2013,4,21,2352,2159,113,54,2312,102,"UA",1066,"N76529","EWR","BOS",41,200,21,59,"2013-04-22T01:00:00Z"
2013,4,22,2,2032,210,319,3,196,"B6",677,"N779JB","JFK","LAX",351,2475,20,32,"2013-04-23T00:00:00Z"
2013,4,22,8,2125,163,113,2235,158,"MQ",4660,"N530MQ","LGA","BNA",105,764,21,25,"2013-04-23T01:00:00Z"
2013,4,22,10,2040,210,302,2355,187,"B6",1069,"N266JB","JFK","AUS",212,1521,20,40,"2013-04-23T00:00:00Z"
2013,4,22,28,2255,93,141,11,90,"B6",30,"N324JB","JFK","ROC",47,264,22,55,"2013-04-23T02:00:00Z"
2013,4,22,30,2245,105,131,1,90,"B6",608,"N236JB","JFK","PWM",44,273,22,45,"2013-04-23T02:00:00Z"
2013,4,22,35,2150,165,322,43,159,"B6",325,"N508JB","JFK","TPA",140,1005,21,50,"2013-04-23T01:00:00Z"
2013,4,22,100,2250,130,153,2358,115,"B6",1018,"N794JB","JFK","BOS",31,187,22,50,"2013-04-23T02:00:00Z"
2013,4,22,121,2245,156,230,2359,151,"B6",128,"N318JB","JFK","BTV",50,266,22,45,"2013-04-23T02:00:00Z"
2013,4,22,127,2130,237,422,16,246,"B6",383,"N580JB","LGA","FLL",157,1076,21,30,"2013-04-23T01:00:00Z"
2013,4,22,719,612,67,828,725,63,"EV",4264,"N14162","EWR","IAD",44,212,6,12,"2013-04-22T10:00:00Z"
2013,4,22,810,755,15,1103,949,74,"US",1733,"N193UW","LGA","CLT",121,544,7,55,"2013-04-22T11:00:00Z"
2013,4,22,835,830,5,1221,1120,61,"UA",1400,"N76288","EWR","MCO",156,937,8,30,"2013-04-22T12:00:00Z"
2013,4,22,901,800,61,1114,958,76,"B6",1273,"N316JB","JFK","CHS",109,636,8,0,"2013-04-22T12:00:00Z"
2013,4,22,903,810,53,1253,1123,90,"DL",1271,"N351NW","JFK","FLL",186,1069,8,10,"2013-04-22T12:00:00Z"
2013,4,22,903,600,183,1129,805,204,"EV",5363,"N753EV","LGA","MEM",133,963,6,0,"2013-04-22T10:00:00Z"
2013,4,22,910,915,-5,1354,1232,82,"DL",2379,"N354NW","LGA","FLL",188,1076,9,15,"2013-04-22T13:00:00Z"
2013,4,22,910,910,0,1211,1110,61,"MQ",4582,"N542MQ","LGA","CLT",99,544,9,10,"2013-04-22T13:00:00Z"
2013,4,22,924,900,24,1333,1216,77,"DL",515,"N370NB","LGA","MIA",174,1096,9,0,"2013-04-22T13:00:00Z"
2013,4,22,939,900,39,1325,1215,70,"AA",647,"N5EXAA","JFK","MIA",170,1089,9,0,"2013-04-22T13:00:00Z"
2013,4,22,945,840,65,1342,1143,119,"B6",901,"N703JB","JFK","FLL",178,1069,8,40,"2013-04-22T12:00:00Z"
2013,4,22,948,945,3,1357,1255,62,"B6",375,"N621JB","LGA","FLL",174,1076,9,45,"2013-04-22T13:00:00Z"
2013,4,22,949,930,19,1436,1244,112,"B6",1639,"N504JB","LGA","RSW",183,1080,9,30,"2013-04-22T13:00:00Z"
2013,4,22,955,1000,-5,1330,1220,70,"MQ",4654,"N504MQ","LGA","ATL",124,762,10,0,"2013-04-22T14:00:00Z"
2013,4,22,1000,858,62,1307,1159,68,"UA",212,"N822UA","EWR","PBI",161,1023,8,58,"2013-04-22T12:00:00Z"
2013,4,22,1002,900,62,1200,1025,95,"US",2167,"N749US","LGA","DCA",53,214,9,0,"2013-04-22T13:00:00Z"
2013,4,22,1006,910,56,1306,1158,68,"B6",517,"N625JB","EWR","MCO",156,937,9,10,"2013-04-22T13:00:00Z"
2013,4,22,1013,955,18,1220,1110,70,"MQ",4670,"N523MQ","LGA","BNA",112,764,9,55,"2013-04-22T13:00:00Z"
2013,4,22,1016,940,36,1402,1242,80,"B6",1101,"N606JB","JFK","FLL",186,1069,9,40,"2013-04-22T13:00:00Z"
2013,4,22,1019,905,74,1334,1154,100,"B6",57,"N607JB","JFK","PBI",163,1028,9,5,"2013-04-22T13:00:00Z"
2013,4,22,1106,1106,0,1513,1405,68,"UA",1143,"N87531","EWR","PBI",187,1023,11,6,"2013-04-22T15:00:00Z"
2013,4,22,1119,1000,79,1442,1311,91,"UA",1485,"N39297","EWR","FLL",173,1065,10,0,"2013-04-22T14:00:00Z"
2013,4,22,1121,1056,25,1512,1339,93,"B6",1183,"N766JB","JFK","MCO",152,944,10,56,"2013-04-22T14:00:00Z"
2013,4,22,1122,1000,82,1308,1115,113,"US",2169,"N758US","LGA","DCA",51,214,10,0,"2013-04-22T14:00:00Z"
2013,4,22,1127,1100,27,1405,1245,80,"MQ",4471,"N842MQ","LGA","RDU",78,431,11,0,"2013-04-22T15:00:00Z"
2013,4,22,1128,1055,33,1535,1407,88,"B6",1471,"N656JB","LGA","FLL",178,1076,10,55,"2013-04-22T14:00:00Z"
2013,4,22,1129,1130,-1,1558,1434,84,"DL",2393,"N929DL","LGA","TPA",159,1010,11,30,"2013-04-22T15:00:00Z"
2013,4,22,1134,1100,34,1316,1213,63,"US",2171,"N747UW","LGA","DCA",46,214,11,0,"2013-04-22T15:00:00Z"
2013,4,22,1135,1004,91,1322,1130,112,"EV",5736,"N832AS","LGA","IAD",47,229,10,4,"2013-04-22T14:00:00Z"
2013,4,22,1139,1100,39,1327,1212,75,"US",2124,"N957UW","LGA","BOS",36,184,11,0,"2013-04-22T15:00:00Z"
2013,4,22,1147,1115,32,1458,1337,81,"UA",1604,"N76517","LGA","DEN",241,1620,11,15,"2013-04-22T15:00:00Z"
2013,4,22,1148,1105,43,1621,1419,122,"DL",930,"N966DL","LGA","FLL",196,1076,11,5,"2013-04-22T15:00:00Z"
2013,4,22,1200,1110,50,1349,1235,74,"WN",137,"N202WN","LGA","MDW",107,725,11,10,"2013-04-22T15:00:00Z"
2013,4,22,1207,1200,7,1416,1311,65,"US",2173,"N737US","LGA","DCA",41,214,12,0,"2013-04-22T16:00:00Z"
2013,4,22,1208,1135,33,1410,1255,75,"MQ",4661,"N518MQ","LGA","BNA",114,764,11,35,"2013-04-22T15:00:00Z"
2013,4,22,1208,1146,22,1542,1429,73,"UA",1479,"N66056","EWR","MCO",144,937,11,46,"2013-04-22T15:00:00Z"
2013,4,22,1223,1200,23,1654,1509,105,"DL",1174,"N989DL","LGA","PBI",178,1035,12,0,"2013-04-22T16:00:00Z"
2013,4,22,1227,1200,27,1412,1310,62,"US",2126,"N967UW","LGA","BOS",34,184,12,0,"2013-04-22T16:00:00Z"
2013,4,22,1235,1134,61,1640,1445,115,"UA",1617,"N17730","EWR","FLL",204,1065,11,34,"2013-04-22T15:00:00Z"
2013,4,22,1237,1125,72,1607,1421,106,"B6",1,"N659JB","JFK","FLL",180,1069,11,25,"2013-04-22T15:00:00Z"
2013,4,22,1242,1151,51,1559,1414,105,"FL",347,"N926AT","LGA","ATL",115,762,11,51,"2013-04-22T15:00:00Z"
2013,4,22,1251,1000,171,1401,1138,143,"UA",673,"N831UA","LGA","ORD",103,733,10,0,"2013-04-22T14:00:00Z"
2013,4,22,1254,1220,34,1608,1505,63,"B6",27,"N239JB","JFK","TPA",157,1005,12,20,"2013-04-22T16:00:00Z"
2013,4,22,1305,1200,65,1450,1338,72,"UA",617,"N839UA","LGA","ORD",108,733,12,0,"2013-04-22T16:00:00Z"
2013,4,22,1323,1205,78,1644,1425,139,"MQ",4658,"N512MQ","LGA","ATL",115,762,12,5,"2013-04-22T16:00:00Z"
2013,4,22,1324,1145,99,1552,1340,132,"MQ",4646,"N534MQ","LGA","MSP",148,1020,11,45,"2013-04-22T15:00:00Z"
2013,4,22,1325,1000,205,1649,1253,236,"UA",517,"N463UA","EWR","TPA",170,997,10,0,"2013-04-22T14:00:00Z"
2013,4,22,1326,1240,46,1519,1415,64,"WN",163,"N227WN","LGA","MKE",108,738,12,40,"2013-04-22T16:00:00Z"
2013,4,22,1328,1225,63,1534,1405,89,"AA",329,"N592AA","LGA","ORD",110,733,12,25,"2013-04-22T16:00:00Z"
2013,4,22,1330,1317,13,1827,1710,77,"UA",1708,"N68452","EWR","SJU",275,1608,13,17,"2013-04-22T17:00:00Z"
2013,4,22,1332,1250,42,1708,1540,88,"AA",745,"N3ACAA","LGA","DFW",198,1389,12,50,"2013-04-22T16:00:00Z"
2013,4,22,1332,1245,47,1636,1525,71,"WN",2497,"N485WN","LGA","DEN",237,1620,12,45,"2013-04-22T16:00:00Z"
2013,4,22,1333,1305,28,1557,1455,62,"MQ",4426,"N720MQ","LGA","CMH",76,479,13,5,"2013-04-22T17:00:00Z"
2013,4,22,1341,1150,111,1447,1305,102,"MQ",3697,"N520MQ","EWR","ORD",104,719,11,50,"2013-04-22T15:00:00Z"
2013,4,22,1344,1315,29,1727,1612,75,"B6",431,"N729JB","LGA","SRQ",160,1047,13,15,"2013-04-22T17:00:00Z"
2013,4,22,1346,1329,17,1608,1504,64,"MQ",4605,"N3AEMQ","LGA","RDU",72,431,13,29,"2013-04-22T17:00:00Z"
2013,4,22,1349,1229,80,1443,1336,67,"UA",325,"N853UA","EWR","BOS",34,200,12,29,"2013-04-22T16:00:00Z"
2013,4,22,1359,1345,14,1802,1700,62,"AA",1073,"N3GSAA","LGA","MIA",175,1096,13,45,"2013-04-22T17:00:00Z"
2013,4,22,1412,1329,43,1805,1618,107,"B6",1161,"N508JB","LGA","PBI",178,1035,13,29,"2013-04-22T17:00:00Z"
2013,4,22,1424,1315,69,1716,1538,98,"FL",348,"N980AT","LGA","ATL",118,762,13,15,"2013-04-22T17:00:00Z"
2013,4,22,1424,1242,102,1749,1528,141,"B6",991,"N796JB","JFK","PBI",172,1028,12,42,"2013-04-22T16:00:00Z"
2013,4,22,1449,1345,64,1634,1505,89,"WN",2226,"N7704B","LGA","MDW",114,725,13,45,"2013-04-22T17:00:00Z"
2013,4,22,1451,1440,11,1926,1753,93,"DL",1779,"N957DL","LGA","FLL",214,1076,14,40,"2013-04-22T18:00:00Z"
2013,4,22,1456,1445,11,1912,1805,67,"AA",1925,"N3BHAA","LGA","MIA",194,1096,14,45,"2013-04-22T18:00:00Z"
2013,4,22,1508,1412,56,1815,1635,100,"FL",366,"N937AT","LGA","ATL",124,762,14,12,"2013-04-22T18:00:00Z"
2013,4,22,1521,1415,66,1713,1555,78,"AA",337,"N599AA","LGA","ORD",109,733,14,15,"2013-04-22T18:00:00Z"
2013,4,22,1524,1430,54,1724,1601,83,"FL",721,"N927AT","LGA","CAK",63,397,14,30,"2013-04-22T18:00:00Z"
2013,4,22,1539,1444,55,1911,1735,96,"B6",393,"N653JB","LGA","MCO",154,950,14,44,"2013-04-22T18:00:00Z"
2013,4,22,1546,1500,46,1723,1612,71,"US",2132,"N957UW","LGA","BOS",37,184,15,0,"2013-04-22T19:00:00Z"
2013,4,22,1552,1545,7,2019,1907,72,"DL",1982,"N967DL","LGA","MIA",197,1096,15,45,"2013-04-22T19:00:00Z"
2013,4,22,1555,1435,80,1910,1738,92,"B6",347,"N318JB","JFK","SRQ",161,1041,14,35,"2013-04-22T18:00:00Z"
2013,4,22,1601,1508,53,2019,1819,120,"DL",1902,"N903DE","LGA","PBI",184,1035,15,8,"2013-04-22T19:00:00Z"
2013,4,22,1607,1451,76,1929,1746,103,"B6",141,"N658JB","JFK","PBI",163,1028,14,51,"2013-04-22T18:00:00Z"
2013,4,22,1608,1450,78,1805,1657,68,"EV",4181,"N11106","EWR","MCI",159,1092,14,50,"2013-04-22T18:00:00Z"
2013,4,22,1612,1535,37,1909,1800,69,"MQ",4525,"N721MQ","LGA","XNA",177,1147,15,35,"2013-04-22T19:00:00Z"
2013,4,22,1613,1525,48,1834,1715,79,"MQ",4447,"N738MQ","LGA","RDU",74,431,15,25,"2013-04-22T19:00:00Z"
2013,4,22,1614,1515,59,1935,1830,65,"UA",1630,"N73251","EWR","SFO",363,2565,15,15,"2013-04-22T19:00:00Z"
2013,4,22,1618,1457,81,2003,1754,129,"B6",63,"N520JB","JFK","TPA",156,1005,14,57,"2013-04-22T18:00:00Z"
2013,4,22,1630,1540,50,2014,1907,67,"DL",141,"N908DE","JFK","FLL",180,1069,15,40,"2013-04-22T19:00:00Z"
2013,4,22,1635,1447,108,1801,1639,82,"EV",3853,"N14920","EWR","CMH",74,463,14,47,"2013-04-22T18:00:00Z"
2013,4,22,1638,1459,99,2009,1801,128,"B6",153,"N595JB","JFK","MCO",153,944,14,59,"2013-04-22T18:00:00Z"
2013,4,22,1639,1440,119,1829,1605,144,"EV",5745,"N827AS","LGA","IAD",47,229,14,40,"2013-04-22T18:00:00Z"
2013,4,22,1640,1615,25,2013,1840,93,"MQ",4657,"N504MQ","LGA","ATL",117,762,16,15,"2013-04-22T20:00:00Z"
2013,4,22,1643,1600,43,2050,1901,109,"B6",369,"N644JB","LGA","PBI",175,1035,16,0,"2013-04-22T20:00:00Z"
2013,4,22,1644,1544,60,1857,1744,73,"UA",1136,"N24702","LGA","CLE",68,419,15,44,"2013-04-22T19:00:00Z"
2013,4,22,1651,1623,28,1950,1840,70,"DL",1619,"N329NW","LGA","MSP",159,1020,16,23,"2013-04-22T20:00:00Z"
2013,4,22,1654,1430,144,1903,1626,157,"EV",4157,"N13968","EWR","CHS",106,628,14,30,"2013-04-22T18:00:00Z"
2013,4,22,1659,1600,59,2016,1901,75,"B6",509,"N648JB","EWR","FLL",177,1065,16,0,"2013-04-22T20:00:00Z"
2013,4,22,1710,1529,101,1913,1740,93,"EV",4684,"N17984","EWR","SDF",104,642,15,29,"2013-04-22T19:00:00Z"
2013,4,22,1710,1540,90,1920,1734,106,"B6",917,"N324JB","JFK","ORD",118,740,15,40,"2013-04-22T19:00:00Z"
2013,4,22,1715,1530,105,2013,1732,161,"US",1899,"N753US","LGA","CLT",101,544,15,30,"2013-04-22T19:00:00Z"
2013,4,22,1719,1529,110,1840,1647,113,"EV",4583,"N15986","EWR","BNA",113,748,15,29,"2013-04-22T19:00:00Z"
